Zona,Aktivitas,,,,,,
2,3,Berhasil,1,,Total,681,
2,3,Berhasil,1,,Berhasil,466,68.4287812
2,3,Berhasil,1,,Gagal,215,
2,3,Berhasil,1,,,,
2,3,Berhasil,1,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
2,1,Berhasil,1,,,,
2,1,Berhasil,1,,,,
2,1,Berhasil,1,,,,
2,1,Berhasil,1,,,,
2,1,Berhasil,1,,,,
2,1,Berhasil,1,,,,
2,1,Berhasil,1,,,,
1,1,Gagal,0,,,,
1,4,Gagal,0,,,,
1,4,Gagal,0,,,,
1,4,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,1,Gagal,0,,,,
1,4,Gagal,0,,,,
1,4,Gagal,0,,,,
1,4,Gagal,0,,,,
1,4,Gagal,0,,,,
1,4,Gagal,0,,,,
2,1,Berhasil,1,,,,
2,3,Berhasil,1,,,,
2,3,Berhasil,1,,,,
2,3,Berhasil,1,,,,
2,3,Berhasil,1,,,,
2,3,Berhasil,1,,,,
2,3,Berhasil,1,,,,
2,3,Berhasil,1,,,,
2,3,Berhasil,1,,,,
2,3,Berhasil,1,,,,
2,1,Berhasil,1,,,,
